       a,       b,      w0,      w1,       x,       y,       z
       2,       9,       9,     264,      13,       8,      10
      10,       0,    -459,     124,      -7,      18,       7
      18,       0,    -459,     302,       4,      11,      12
      12,      16,     309,     402,      12,      17,       2
      17,       5,    -119,     619,      17,      26,      -4
      -4,       9,    -567,     182,      -3,      14,       6
       2,      21,    -207,     112,       3,      16,      -9
       3,      30,     261,     396,       6,      31,       4
       0,      10,     981,     248,      36,       0,       4
       0,      24,     789,     292,      13,      11,      13
      25,      27,   -1863,    -389,     -13,       7,      -7
      21,      11,    -503,     207,      -1,      13,      13
       0,       8,    -459,     132,       0,       2,      14
       7,      11,     377,     401,      19,       9,       8
       0,       1,    -423,     102,       9,       0,       6
      11,      22,    -283,      34,       2,       0,       0
       3,       4,    -123,     457,      21,      22,       6
       1,       1,    -415,     243,      11,      19,      -3
       4,       6,    -531,     120,      -3,       7,      10
       4,       0,    -459,     124,       0,       2,      13
       2,     -18,   -1467,     134,      14,       3,      -1
      14,      16,    -139,     294,       5,      17,       3
      -8,       8,    -523,     274,      -2,       7,      25
      12,      27,    1377,     536,      17,      11,      15
       0,      25,     641,     336,      11,      23,       5
      32,      -6,    -915,     802,      19,      -4,      15
      21,       0,    -459,    -391,     -21,      12,       7
      16,       2,    -323,     378,      17,      -2,       3
      12,       4,    -123,     448,      21,       7,       0
       4,      15,    -279,     -84,       3,     -17,       7
      28,      23,     369,     310,       9,      10,     -12
       8,       3,    -339,     380,      10,       4,      25
      -6,      -3,    -519,      68,       5,       6,       1
      30,      14,    -123,     458,       6,      13,      14
      25,      21,    -627,      92,      -2,       1,      18
       0,       5,    -519,     462,      -3,      28,      25
     -11,      27,    2565,     130,      28,       7,      25
      27,      18,    -675,    -111,      -3,      -6,       6
      21,      -2,    -507,     466,       6,      12,      23
      16,      22,    1477,     728,      22,      18,       8
      -4,      29,     353,     362,       7,      22,      16
       2,       2,    -411,     332,       6,      14,      18
      33,       1,    -419,     788,      10,      27,      16
      24,      18,    1413,     712,      26,       2,     -11
       0,       3,    -483,      26,      -2,       7,      -4
      13,      26,    -459,     124,       0,      -6,      23
      27,       0,    -459,     489,       9,      12,       9
       4,      31,     905,     474,      11,      22,      18
      25,      10,    -379,     132,       2,      -5,      15
       7,       5,    -519,      31,      -3,       3,       5
      18,      -7,    -655,     232,       7,      -4,      13
      10,      10,      21,     374,      12,      -1,      24
      -2,      14,    -963,     260,      -9,      32,      -3
      20,       6,    -699,    -158,     -10,      11,      -1
      21,      19,     453,     392,      12,      -6,      16
       6,      36,     981,      74,      10,       5,     -12
      13,      18,     693,     510,      16,      19,       2
       4,      27,    -567,     416,      -1,      33,      12
      -3,      12,     -27,     173,       9,      13,       2
      13,      16,     -75,     144,       6,      19,     -20
      21,      22,     421,     724,      10,      19,      33
       3,       0,    -459,     222,      -2,      24,       0
      36,       4,    -219,     820,      15,       3,      20
       5,       8,    -427,    -177,       1,     -10,     -11
      10,       5,     121,     668,      29,       6,      18
       0,      26,    2765,     270,      31,      14,      -7
      18,      12,    -795,     140,      -7,      18,      16
      12,       5,    -459,     248,       0,       8,      21
       3,       7,     325,     242,      28,      -9,      10
       5,      18,    -387,     141,       1,       5,      10
      21,       8,     117,     556,      18,      11,      -5
      16,      16,     181,     490,      10,      19,      10
      26,      -8,    -555,     332,       3,      14,      12
      11,      11,    -459,     460,       0,      22,      30
      17,      12,    -267,     342,       4,      13,      15
      31,       7,    -123,     606,      12,       5,      14
       9,      22,    1301,     410,      20,      -5,      20
      17,       7,    -823,    -223,     -13,       2,       7
      -1,       0,    -459,     144,      -2,      13,       3
       7,      12,     549,     455,      21,       7,      14
      14,      12,    -123,     280,       7,       6,      10
      11,      -3,    -627,     390,      14,       8,       9
       3,       2,    -427,     180,       4,      16,      -2
      11,      -5,    -699,     396,      12,      16,       4
      17,      19,    -231,     485,       3,      24,      22
       4,      31,    1029,     160,      12,       0,       5
      -2,      23,     645,     320,      12,      16,      14
      20,       2,    -355,     534,      13,      10,      12
      -9,       8,    -139,      78,      10,       6,       6
      21,      14,     773,     750,      22,      14,       2
       6,      20,     741,     296,      15,      14,      -3
     -11,     -11,    -943,      97,      11,      16,      -1
      12,       5,    -499,      46,      -2,       1,       9
       8,     -17,    -731,     316,       4,      14,      15
      22,      25,     141,     412,       6,       2,      28
      -6,       5,     -59,     212,      20,      14,       9
